year,trades,trades_per_month,wins,losses,win_rate,expectancy_r,profit_factor,avg_win_r,avg_loss_r,max_dd_pct,total_return_pct,cagr,longest_loss_streak
2013,7,2.3333333333333335,7,0,1.0,1.9986027927069674,,1.9986027927069674,,0.0,0.0720173598567122,0.3907930790067218,0
2014,13,1.0833333333333333,6,7,0.46153846153846156,0.12005642266225494,1.297692165554348,1.1339183351260702,-0.7489680737353012,0.009974999999999956,0.007602060481247008,0.007889343480080413,2
2015,16,1.4545454545454546,8,8,0.5,0.12623752764945367,1.2571861012826087,1.2341574014280066,-0.9816823461290991,0.01988054726652999,0.00979917760910709,0.011746245021774682,2
2016,20,2.0,10,10,0.5,0.1359736434569443,1.3021636521265432,1.1719472869138872,-0.8999999999999988,0.013827430063959478,0.013286643221557037,0.016704967564267204,2
2017,27,2.25,9,18,0.3333333333333333,-0.07970539566105972,0.8424076229599324,1.2781918927241571,-0.7586540398536683,0.03110656952785118,-0.011137424788342232,-0.011753409337498133,4
2018,12,0.9230769230769231,4,8,0.3333333333333333,0.024815169477644505,1.0624833936240285,1.2658902126191767,-0.5957223520931216,0.01470129213369964,0.0013267320645455882,0.0013276413880984883,3
2019,17,1.8888888888888888,6,11,0.35294117647058826,-0.13247892308751896,0.7190735897091008,0.9607828195254666,-0.7288035099673293,0.017696946710803685,-0.011412760255042675,-0.017388797791668353,4
2020,21,1.75,6,15,0.2857142857142857,-0.2975043407195445,0.5110889216241641,1.088498763695251,-0.8519055824854626,0.03135880456423079,-0.031030023404535645,-0.03348935657221297,5
2021,19,1.9,9,10,0.47368421052631576,0.38801002774607546,1.807642478619002,1.833358627828837,-0.9128037123284098,0.017497834276780755,0.03696482740540352,0.04744735493979979,3
2022,22,2.0,8,14,0.36363636363636365,0.057095813746885125,1.117751554256432,1.4904437664565617,-0.7619601592300729,0.022066668321170435,0.00583653086594893,0.006623065522939786,5
2023,27,2.7,11,16,0.4074074074074074,0.1668004192564241,1.4030901464097565,1.4251205733609935,-0.6982946866904675,0.02588493654208146,0.022253134396720498,0.03022114615585947,4
2024,24,2.0,10,14,0.4166666666666667,0.12034935447082555,1.2501053099515163,1.4437057775611222,-0.8249052334508148,0.02475124687812491,0.01407524176474384,0.01593094563809272,5
2025,26,2.3636363636363638,11,15,0.4230769230769231,0.05389989540020626,1.1077997908004127,1.3092179345823023,-0.8666666666666643,0.03112091571441633,0.006501170037541026,0.007377599894131004,4
2026,14,2.0,2,12,0.14285714285714285,-0.43684855160312663,0.413834044358163,2.158910131155305,-0.8694749987295318,0.030355441074918943,-0.030355441074918943,-0.056954827336285097,6
