pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
EURJPY,0.9365460919220301,1.1046809219717106,1.312537278455888,0.07546113634385826,0.14165691136819034,0.8888,0.2308
