hypothesis,unit,branch,trade_count,expectancy_r,profit_factor,win_rate,average_win_r,average_loss_r,max_drawdown_r,total_r,annual_trade_frequency,monthly_trade_frequency
H3_SHOCK_REVERSAL,GBPUSD,m15_shock_down_0_5_1_0,6298,-0.07784023115964969,0.852275871037921,0.5085741505239759,0.8830363669706124,-1.0722466104201438,531.1384201577057,-490.23777584347374,2099.3333333333335,174.94444444444446
H3_SHOCK_REVERSAL,GBPUSD,m15_shock_down_1_0_1_5,2597,-0.07198482040851675,0.8638108484348865,0.5117443203696573,0.8922037285342552,-1.0825578342452233,233.75028552484426,-186.944578600918,865.6666666666666,72.13888888888889
H3_SHOCK_REVERSAL,GBPUSD,m15_shock_up_1_0_1_5,2490,-0.07656939969815849,0.8557900906024325,0.510441767068273,0.8901868779945904,-1.0845654857912543,193.53288279874712,-190.65780524841463,830.0,69.16666666666667
H3_SHOCK_REVERSAL,NZDUSD,m15_shock_down_0_5_1_0,6981,-0.06633502682635799,0.8743437541576868,0.5153989399799456,0.8955658399810951,-1.0893676365730964,476.7848222748059,-463.0848222748051,2327.0,193.91666666666666
H3_SHOCK_REVERSAL,NZDUSD,m15_shock_down_1_0_1_5,2830,-0.0899833609611457,0.8339686712628702,0.504946996466431,0.8951093835592683,-1.0947638976632668,286.682806166848,-254.65291152004232,943.3333333333334,78.61111111111111
H3_SHOCK_REVERSAL,NZDUSD,m15_shock_up_1_0_1_5,2770,-0.042808009706578755,0.9169530090543782,0.5281588447653429,0.8949188547519297,-1.09245942722976,136.22221268602277,-118.57818688722315,923.3333333333334,76.94444444444444
H3_SHOCK_REVERSAL,USDCAD,m15_shock_down_0_5_1_0,6594,-0.09062542736818263,0.8311942931183748,0.5024264482863209,0.8881636655652593,-1.07896077174139,602.573512667526,-597.5840680657963,2198.0,183.16666666666666
H3_SHOCK_REVERSAL,USDCAD,m15_shock_down_1_0_1_5,2747,-0.04509814523956903,0.9125878279617615,0.5263924281033855,0.8944412244181107,-1.0893517413387275,148.18916314806378,-123.88460497309613,915.6666666666666,76.30555555555556
H3_SHOCK_REVERSAL,USDCAD,m15_shock_up_1_0_1_5,2792,-0.07665014890716769,0.8562125316000776,0.5114613180515759,0.8924024459655276,-1.0911714872343004,224.89875348663927,-214.0072157488122,930.6666666666666,77.55555555555556
H3_SHOCK_REVERSAL,USDCHF,m15_shock_down_0_5_1_0,6532,-0.0604582817751381,0.8839618208662514,0.5174525413349663,0.8900571201243574,-1.07972923939579,401.5208443102699,-394.9134965552021,2177.3333333333335,181.44444444444446
H3_SHOCK_REVERSAL,USDCHF,m15_shock_down_1_0_1_5,2702,-0.08048987006544395,0.8494671516210324,0.5096225018504811,0.8912672345460871,-1.09038385727305,225.2603910802786,-217.48362891682953,900.6666666666666,75.05555555555556
H3_SHOCK_REVERSAL,USDCHF,m15_shock_up_1_0_1_5,2699,-0.06686194417372558,0.872661738306512,0.5146350500185254,0.8903620839033585,-1.0818116960814124,190.83062833592336,-180.46038732488535,899.6666666666666,74.97222222222223
H3_SHOCK_REVERSAL,USDJPY,m15_shock_down_0_5_1_0,6695,-0.09243459590312815,0.8290454109163929,0.5027632561613145,0.8915969473721792,-1.0874031073674373,621.5847969319116,-618.849619571443,2231.6666666666665,185.97222222222223
H3_SHOCK_REVERSAL,USDJPY,m15_shock_down_1_0_1_5,2424,-0.080717466414323,0.8494114665512937,0.5099009900990099,0.8929104013593595,-1.093683833896033,198.6591385883189,-195.65913858831894,808.0,67.33333333333333
H3_SHOCK_REVERSAL,USDJPY,m15_shock_up_1_0_1_5,2428,-0.08615396096503303,0.8401667467793619,0.5061779242174629,0.8946854981895884,-1.0915348577965842,223.02609851267985,-209.18181722310018,809.3333333333334,67.44444444444444
H4_LONDON_SWEEP_REVERSAL,AUDJPY,london_open_sweep_high,1690,-0.06579678896286198,0.8753088319142296,0.5177514792899408,0.892090610504958,-1.0942035061829143,122.82015554677653,-111.19657334723675,563.3333333333334,46.94444444444444
H4_LONDON_SWEEP_REVERSAL,AUDJPY,london_open_sweep_low,1808,-0.07648525726706405,0.8560070630716724,0.5110619469026548,0.8896933512544077,-1.0863823548619054,140.1853451388524,-138.2853451388518,602.6666666666666,50.22222222222222
