event,pair,event_count
ote_up,USDCHF,10
ote_up,USDJPY,15
prior_sweep_high,AUDJPY,18074
prior_sweep_high,AUDUSD,16087
prior_sweep_high,CADJPY,18427
prior_sweep_high,CHFJPY,19174
prior_sweep_high,EURAUD,16388
prior_sweep_high,EURGBP,16605
prior_sweep_high,EURJPY,17805
prior_sweep_high,EURUSD,16142
prior_sweep_high,GBPAUD,18612
prior_sweep_high,GBPJPY,18003
prior_sweep_high,GBPUSD,15844
prior_sweep_high,NZDUSD,16777
prior_sweep_high,USDCAD,16955
prior_sweep_high,USDCHF,17694
prior_sweep_high,USDJPY,15413
prior_sweep_low,AUDJPY,15455
prior_sweep_low,AUDUSD,15986
prior_sweep_low,CADJPY,16360
prior_sweep_low,CHFJPY,17117
prior_sweep_low,EURAUD,17728
prior_sweep_low,EURGBP,17242
prior_sweep_low,EURJPY,14452
prior_sweep_low,EURUSD,15040
prior_sweep_low,GBPAUD,17588
prior_sweep_low,GBPJPY,15444
prior_sweep_low,GBPUSD,15147
prior_sweep_low,NZDUSD,16381
prior_sweep_low,USDCAD,16072
prior_sweep_low,USDCHF,14795
prior_sweep_low,USDJPY,14200
sweep_then_mss_down,AUDJPY,11859
sweep_then_mss_down,AUDUSD,12671
sweep_then_mss_down,CADJPY,14364
sweep_then_mss_down,CHFJPY,13697
sweep_then_mss_down,EURAUD,12235
sweep_then_mss_down,EURGBP,13473
sweep_then_mss_down,EURJPY,12221
sweep_then_mss_down,EURUSD,12948
sweep_then_mss_down,GBPAUD,12069
sweep_then_mss_down,GBPJPY,12245
sweep_then_mss_down,GBPUSD,13124
sweep_then_mss_down,NZDUSD,13802
sweep_then_mss_down,USDCAD,16074
sweep_then_mss_down,USDCHF,14586
sweep_then_mss_down,USDJPY,10709
sweep_then_mss_up,AUDJPY,11465
sweep_then_mss_up,AUDUSD,11176
sweep_then_mss_up,CADJPY,13769
sweep_then_mss_up,CHFJPY,13152
sweep_then_mss_up,EURAUD,12390
sweep_then_mss_up,EURGBP,12635
sweep_then_mss_up,EURJPY,11992
sweep_then_mss_up,EURUSD,12145
sweep_then_mss_up,GBPAUD,12913
sweep_then_mss_up,GBPJPY,12646
sweep_then_mss_up,GBPUSD,13398
sweep_then_mss_up,NZDUSD,13212
sweep_then_mss_up,USDCAD,16102
sweep_then_mss_up,USDCHF,14173
sweep_then_mss_up,USDJPY,11070
usd_basket_persistence,usd,90704
usd_breadth_pos_minus_neg,usd,31114
usd_residual_negative,AUDUSD,1647
usd_residual_negative,EURUSD,1909
usd_residual_negative,GBPUSD,2878
usd_residual_negative,NZDUSD,1662
usd_residual_negative,USDCAD,2842
usd_residual_negative,USDCHF,2290
usd_residual_negative,USDJPY,3555
usd_residual_positive,AUDUSD,1935
usd_residual_positive,EURUSD,1896
usd_residual_positive,GBPUSD,2954
usd_residual_positive,NZDUSD,1700
usd_residual_positive,USDCAD,2980
usd_residual_positive,USDCHF,2180
usd_residual_positive,USDJPY,3459
usd_strong_minus_weak_change,usd,90704
usd_strongest,AUDUSD,11560
usd_strongest,EURUSD,9465
usd_strongest,GBPUSD,13366
usd_strongest,NZDUSD,12103
usd_strongest,USDCAD,14842
usd_strongest,USDCHF,11120
usd_strongest,USDJPY,18248
usd_weakest,AUDUSD,12054
usd_weakest,EURUSD,9912
usd_weakest,GBPUSD,13894
usd_weakest,NZDUSD,12940
usd_weakest,USDCAD,14474
usd_weakest,USDCHF,10235
usd_weakest,USDJPY,17195
