pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
GBPUSD,0.9420221285477998,1.1181544821105618,1.3400716945058673,0.07439116068123863,0.13854135752766286,0.8828,0.2188
