year,trades,trades_per_month,wins,losses,win_rate,expectancy_r,profit_factor,avg_win_r,avg_loss_r,max_dd_pct,total_return_pct,cagr,longest_loss_streak
2013,10,2.5,3,7,0.3,-0.06817536609557576,0.8730756641812634,1.5631951810959392,-0.7673341720347964,0.012956793996269922,-0.0035766822725229463,-0.016638550695531218,3
2014,18,1.5,6,12,0.3333333333333333,0.012749366173624314,1.0216928829504242,1.8014115567058913,-0.8815817290925093,0.024705623672950372,0.0007283704682801151,0.0007579522679896922,6
2015,19,1.5833333333333333,9,10,0.47368421052631576,0.296841242463837,1.6178283141592846,1.6409674124998808,-0.9128723105686023,0.018559891549559282,0.02809176053995821,0.028587748706892624,2
2016,21,1.75,8,13,0.38095238095238093,0.1401278605644583,1.265212512978878,1.7547823879269,-0.8535056947355056,0.0241793888392291,0.014305546399528302,0.014805642679228681,4
2017,16,1.3333333333333333,7,9,0.4375,0.2504924620255923,1.5009849240511817,1.7154113417727879,-0.8888888888888934,0.009975000000000178,0.01980237821224673,0.020438079350269645,2
2018,21,1.9090909090909092,8,13,0.38095238095238093,0.158064076290876,1.2725283570682997,1.937395364574067,-0.9369090241910878,0.017658488161539032,0.016136092845911998,0.01787503931890999,3
2019,23,1.7692307692307692,9,14,0.391304347826087,0.26677377205364383,1.5212165667378499,1.9897627275396585,-0.8408619850445085,0.014925124999999984,0.030503265372747723,0.0306096026944489,3
2020,21,1.6153846153846154,4,17,0.19047619047619047,-0.4631328065171208,0.2502196720039345,0.8114322378478229,-0.7630304640147546,0.045142848344408404,-0.04764944917807512,-0.049125922352586726,7
2021,11,1.0,4,7,0.36363636363636365,-0.16079979372793732,0.7081300939269389,1.0728571851138595,-0.8657466387803927,0.015221762919239268,-0.008972671749227223,-0.010597363359397649,4
2022,18,2.25,7,11,0.3888888888888889,0.23679500218424185,1.539245684588042,1.7380740017037686,-0.718564361146366,0.01598217420115644,0.02110324177777101,0.03402097534853432,4
2023,13,1.1818181818181819,4,9,0.3076923076923077,-0.06667689699481072,0.8798364107505554,1.5866742731268098,-0.8014996392710865,0.012310523264014717,-0.004578581589847253,-0.005323889365473677,4
2024,16,1.3333333333333333,11,5,0.6875,0.8074331336739269,3.583786027756553,1.6289936489802594,-1.0000000000000049,0.0059233841870453,0.06613876492801896,0.07462851107006863,2
2025,18,1.5,6,12,0.3333333333333333,-0.0628389354264301,0.8992158694298833,1.6819840871935858,-0.9352504467364381,0.02048357271338397,-0.006040585179484914,-0.006357269728011428,4
2026,9,1.125,4,5,0.4444444444444444,-0.10028326943476018,0.8194901150174323,1.0243626437717945,-1.000000000000004,0.024751246878125355,-0.004655645198997749,-0.008083556345575116,5
