pair,period,ambiguous_h1_stop_first_events,unclosed_at_data_end,trades,trades_per_month,wins,losses,win_rate,expectancy_r,profit_factor,avg_win_r,avg_loss_r,max_dd_pct,total_return_pct,cagr,longest_loss_streak
AUDJPY,overlap_2013_to_2022_03_03,0,0,140,1.4141414141414141,59,81,0.42142857142857143,0.21310608938546205,1.437813073592652,1.660678587165407,-0.8412985694912883,0.03700099290340586,0.1569878005882963,0.018143974521975137,7
AUDJPY,unseen_2022_03_04_to_2026_09_01,0,0,107,1.9814814814814814,47,60,0.4392523364485981,0.18238620716856227,1.4094048051878894,1.4294228621794776,-0.7944591725899882,0.02884959970127221,0.10007856782187585,0.02158973917522644,5
AUDJPY,full_independent,0,0,247,1.625,106,141,0.4291497975708502,0.19979828615789816,1.4261204685373887,1.5581406713697588,-0.8213669112354159,0.03700099290340586,0.27277748265855495,0.0193364985152793,7
