pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
AUDJPY,1.0764523788381677,1.2683280007199347,1.5090623689840033,0.05322516126689486,0.09428559391859806,0.5766,0.0354
