pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
USDCAD,0.8166637911354723,0.945458273592676,1.1083737786268661,0.11894299258038965,0.2122086072742143,0.9866,0.6586
