pair,period,ambiguous_h1_stop_first_events,unclosed_at_data_end,trades,trades_per_month,wins,losses,win_rate,expectancy_r,profit_factor,avg_win_r,avg_loss_r,max_dd_pct,total_return_pct,cagr,longest_loss_streak
CHFJPY,overlap_2013_to_2022_03_03,0,0,162,1.588235294117647,72,90,0.4444444444444444,0.11102814079765792,1.238845913627485,1.2957316371070908,-0.8367346562498884,0.04052904218728026,0.09075909551397543,0.01040294954888199,6
CHFJPY,unseen_2022_03_04_to_2026_09_01,0,0,123,2.411764705882353,48,75,0.3902439024390244,0.06300990926785262,1.1281994205924573,1.4209295246622056,-0.8060586445845331,0.05636498639856036,0.037009242537068276,0.008656402825185205,6
CHFJPY,full_independent,0,0,285,1.875,120,165,0.42105263157894735,0.09030448297953142,1.1895748347226502,1.3458107921291367,-0.8227910145838178,0.0563649863985608,0.13112726342936565,0.009801554198797469,6
