pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
CHFJPY,0.9524930581045177,1.1311370736978579,1.3582262948239663,0.0742748268833961,0.13696468569158463,0.8788,0.2118
