hypothesis,family,pair,signal_dt,entry_dt,exit_dt,side,r,reason,ambiguous_stop_first
S2R2-01,prior_day_value,EURUSD,2013-01-09 05:00:00+00:00,2013-01-09 05:15:00+00:00,2013-01-09 06:00:00+00:00,1,1.4999999999999507,TP,False
S2R2-01,prior_day_value,EURUSD,2013-01-09 06:30:00+00:00,2013-01-09 06:45:00+00:00,2013-01-09 08:00:00+00:00,-1,1.5000000000000933,TP,False
S2R2-01,prior_day_value,EURUSD,2013-01-22 05:00:00+00:00,2013-01-22 05:15:00+00:00,2013-01-22 06:45:00+00:00,-1,-1.0000000000000429,SL,False
S2R2-01,prior_day_value,EURUSD,2013-01-24 05:00:00+00:00,2013-01-24 05:15:00+00:00,2013-01-24 05:30:00+00:00,-1,-0.9999999999999994,SL,False
S2R2-01,prior_day_value,EURUSD,2013-01-24 05:45:00+00:00,2013-01-24 06:00:00+00:00,2013-01-24 06:30:00+00:00,-1,-1.00000000000012,SL,False
S2R2-01,prior_day_value,EURUSD,2013-02-06 05:00:00+00:00,2013-02-06 05:15:00+00:00,2013-02-06 05:45:00+00:00,1,-0.9999999999999459,SL,False
S2R2-01,prior_day_value,EURUSD,2013-02-06 06:00:00+00:00,2013-02-06 06:15:00+00:00,2013-02-06 07:00:00+00:00,1,-0.9999999999999849,SL,False
S2R2-01,prior_day_value,EURUSD,2013-03-29 05:00:00+00:00,2013-03-29 05:15:00+00:00,2013-03-29 05:45:00+00:00,-1,1.5000000000001348,TP,False
S2R2-01,prior_day_value,EURUSD,2013-03-29 05:45:00+00:00,2013-03-29 06:00:00+00:00,2013-03-29 06:00:00+00:00,-1,-0.9999999999999388,SL,False
S2R2-01,prior_day_value,EURUSD,2013-03-29 06:00:00+00:00,2013-03-29 06:15:00+00:00,2013-03-29 08:00:00+00:00,1,1.4999999999999571,TP,False
S2R2-01,prior_day_value,EURUSD,2013-04-23 05:00:00+00:00,2013-04-23 05:15:00+00:00,2013-04-23 05:15:00+00:00,1,-0.9999999999999135,SL,False
S2R2-01,prior_day_value,EURUSD,2013-04-23 05:30:00+00:00,2013-04-23 05:45:00+00:00,2013-04-23 06:15:00+00:00,1,-0.9999999999999567,SL,False
S2R2-01,prior_day_value,EURUSD,2013-04-23 06:15:00+00:00,2013-04-23 06:30:00+00:00,2013-04-23 06:45:00+00:00,1,-0.9999999999998909,SL,True
S2R2-01,prior_day_value,EURUSD,2013-04-23 06:45:00+00:00,2013-04-23 07:00:00+00:00,2013-04-23 07:00:00+00:00,1,1.5000000000000404,TP,False
S2R2-01,prior_day_value,EURUSD,2013-04-25 05:30:00+00:00,2013-04-25 05:45:00+00:00,2013-04-25 07:00:00+00:00,-1,-1.0000000000001066,SL,False
S2R2-01,prior_day_value,EURUSD,2013-04-26 05:30:00+00:00,2013-04-26 05:45:00+00:00,2013-04-26 07:30:00+00:00,-1,-0.9999999999999531,SL,False
S2R2-01,prior_day_value,EURUSD,2013-05-28 06:15:00+00:00,2013-05-28 06:30:00+00:00,2013-05-28 06:45:00+00:00,1,-1.000000000000069,SL,False
S2R2-01,prior_day_value,EURUSD,2013-06-10 05:15:00+00:00,2013-06-10 05:30:00+00:00,2013-06-10 06:45:00+00:00,1,-1.0000000000001268,SL,False
S2R2-01,prior_day_value,EURUSD,2013-06-25 05:00:00+00:00,2013-06-25 05:15:00+00:00,2013-06-25 05:30:00+00:00,1,-0.9999999999999838,SL,False
S2R2-01,prior_day_value,EURUSD,2013-06-25 05:45:00+00:00,2013-06-25 06:00:00+00:00,2013-06-25 06:00:00+00:00,1,1.499999999999941,TP,False
S2R2-01,prior_day_value,EURUSD,2013-06-25 06:00:00+00:00,2013-06-25 06:15:00+00:00,2013-06-25 06:30:00+00:00,1,1.500000000000029,TP,False
S2R2-01,prior_day_value,EURUSD,2013-06-28 05:00:00+00:00,2013-06-28 05:15:00+00:00,2013-06-28 05:30:00+00:00,-1,-1.0000000000000273,SL,False
S2R2-01,prior_day_value,EURUSD,2013-06-28 06:00:00+00:00,2013-06-28 06:15:00+00:00,2013-06-28 06:30:00+00:00,-1,1.5000000000001341,TP,False
S2R2-01,prior_day_value,EURUSD,2013-06-28 06:30:00+00:00,2013-06-28 06:45:00+00:00,2013-06-28 06:45:00+00:00,-1,1.500000000000013,TP,False
S2R2-01,prior_day_value,EURUSD,2013-06-28 06:45:00+00:00,2013-06-28 07:00:00+00:00,2013-06-28 09:45:00+00:00,-1,-1.0000000000001026,SL,False
S2R2-01,prior_day_value,EURUSD,2013-07-01 05:00:00+00:00,2013-07-01 05:15:00+00:00,2013-07-01 06:00:00+00:00,1,-1.000000000000005,SL,False
S2R2-01,prior_day_value,EURUSD,2013-07-01 06:15:00+00:00,2013-07-01 06:30:00+00:00,2013-07-01 06:30:00+00:00,1,-0.9999999999998467,SL,False
S2R2-01,prior_day_value,EURUSD,2013-07-16 05:00:00+00:00,2013-07-16 05:15:00+00:00,2013-07-16 05:15:00+00:00,-1,-0.9999999999999122,SL,False
S2R2-01,prior_day_value,EURUSD,2013-07-16 05:30:00+00:00,2013-07-16 05:45:00+00:00,2013-07-16 05:45:00+00:00,-1,-0.9999999999999276,SL,False
S2R2-01,prior_day_value,EURUSD,2013-07-18 05:00:00+00:00,2013-07-18 05:15:00+00:00,2013-07-18 08:00:00+00:00,1,1.5000000000000977,TP,False
S2R2-01,prior_day_value,EURUSD,2013-07-19 05:00:00+00:00,2013-07-19 05:15:00+00:00,2013-07-19 05:30:00+00:00,-1,-1.00000000000004,SL,False
S2R2-01,prior_day_value,EURUSD,2013-07-19 05:45:00+00:00,2013-07-19 06:00:00+00:00,2013-07-19 09:00:00+00:00,-1,1.5000000000000762,TP,False
S2R2-01,prior_day_value,EURUSD,2013-08-27 05:00:00+00:00,2013-08-27 05:15:00+00:00,2013-08-27 05:30:00+00:00,1,-0.9999999999999953,SL,False
S2R2-01,prior_day_value,EURUSD,2013-08-27 05:45:00+00:00,2013-08-27 06:00:00+00:00,2013-08-27 06:00:00+00:00,1,-0.9999999999998483,SL,False
S2R2-01,prior_day_value,EURUSD,2013-08-27 06:15:00+00:00,2013-08-27 06:30:00+00:00,2013-08-27 07:00:00+00:00,1,1.4999999999998652,TP,False
S2R2-01,prior_day_value,EURUSD,2013-10-02 06:30:00+00:00,2013-10-02 06:45:00+00:00,2013-10-02 06:45:00+00:00,1,-1.0000000000000173,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-07 05:00:00+00:00,2013-10-07 05:15:00+00:00,2013-10-07 06:00:00+00:00,1,1.5000000000000964,TP,False
S2R2-01,prior_day_value,EURUSD,2013-10-07 06:00:00+00:00,2013-10-07 06:15:00+00:00,2013-10-07 06:15:00+00:00,1,-1.000000000000111,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-07 06:45:00+00:00,2013-10-07 07:00:00+00:00,2013-10-07 07:00:00+00:00,1,-1.000000000000183,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-08 06:00:00+00:00,2013-10-08 06:15:00+00:00,2013-10-08 06:15:00+00:00,1,-1.0000000000000022,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-08 06:30:00+00:00,2013-10-08 06:45:00+00:00,2013-10-08 08:15:00+00:00,1,-0.9999999999999496,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-09 05:30:00+00:00,2013-10-09 05:45:00+00:00,2013-10-09 06:00:00+00:00,1,-1.0000000000001061,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-09 06:15:00+00:00,2013-10-09 06:30:00+00:00,2013-10-09 06:45:00+00:00,1,-0.999999999999851,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-11 06:00:00+00:00,2013-10-11 06:15:00+00:00,2013-10-11 06:30:00+00:00,-1,-1.0000000000001312,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-11 06:45:00+00:00,2013-10-11 07:00:00+00:00,2013-10-11 07:30:00+00:00,-1,-1.0000000000001457,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-17 05:15:00+00:00,2013-10-17 05:30:00+00:00,2013-10-17 05:45:00+00:00,-1,-0.9999999999999092,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-17 06:45:00+00:00,2013-10-17 07:00:00+00:00,2013-10-17 07:15:00+00:00,-1,-1.000000000000072,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-21 05:00:00+00:00,2013-10-21 05:15:00+00:00,2013-10-21 06:00:00+00:00,-1,-1.000000000000045,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-21 06:00:00+00:00,2013-10-21 06:15:00+00:00,2013-10-21 06:30:00+00:00,-1,-1.0000000000001554,SL,False
S2R2-01,prior_day_value,EURUSD,2013-10-21 06:30:00+00:00,2013-10-21 06:45:00+00:00,2013-10-21 07:00:00+00:00,-1,1.5000000000001077,TP,False
S2R2-01,prior_day_value,EURUSD,2013-10-22 06:00:00+00:00,2013-10-22 06:15:00+00:00,2013-10-22 07:45:00+00:00,1,1.500000000000027,TP,False
S2R2-01,prior_day_value,EURUSD,2013-11-05 06:00:00+00:00,2013-11-05 06:15:00+00:00,2013-11-05 06:15:00+00:00,1,-1.0000000000000735,SL,False
S2R2-01,prior_day_value,EURUSD,2013-11-05 06:30:00+00:00,2013-11-05 06:45:00+00:00,2013-11-05 07:45:00+00:00,1,-0.9999999999999364,SL,False
S2R2-01,prior_day_value,EURUSD,2013-12-26 05:30:00+00:00,2013-12-26 05:45:00+00:00,2013-12-26 05:45:00+00:00,-1,-0.9999999999998658,SL,False
S2R2-01,prior_day_value,EURUSD,2013-12-26 06:00:00+00:00,2013-12-26 06:15:00+00:00,2013-12-26 06:30:00+00:00,-1,-1.0000000000000129,SL,False
