pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
GBPAUD,0.8620562758559979,1.0015767881724484,1.1765645039632904,0.0959398424790966,0.17702017836656828,0.9506,0.4582
