pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
NZDUSD,0.7877020436642644,0.9040060568563887,1.0425937549388773,0.13820656406566106,0.23035347433642978,0.9936,0.7792
