pair,period,ambiguous_h1_stop_first_events,unclosed_at_data_end,trades,trades_per_month,wins,losses,win_rate,expectancy_r,profit_factor,avg_win_r,avg_loss_r,max_dd_pct,total_return_pct,cagr,longest_loss_streak
NZDUSD,overlap_2013_to_2022_03_03,0,0,160,1.5841584158415842,56,104,0.35,-0.0774519319664786,0.8588426712749566,1.3464009018732634,-0.8441419194186474,0.10935739479437157,-0.06281315881535987,-0.007753856762280353,15
NZDUSD,unseen_2022_03_04_to_2026_09_01,0,0,59,1.1568627450980393,19,40,0.3220338983050847,-0.11398097624284749,0.7868237845197492,1.306379975099871,-0.7886524281306388,0.08639578095769063,-0.03399219510901963,-0.008232661495410687,14
NZDUSD,full_independent,0,0,219,1.4313725490196079,75,144,0.3424657534246575,-0.08729309001353687,0.8398048412331488,1.3362622670906708,-0.828728171838645,0.14841779587635717,-0.0946701967745135,-0.007808434397091335,15
