pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
USDCHF,0.8957922414802425,1.0419021621359397,1.2183001508982856,0.08221672613246311,0.15390422507774099,0.9058,0.313
