split,trades,expectancy_r,profit_factor,win_rate,max_dd_pct,return_pct,cagr,trades_per_month,longest_loss_streak
development,187,-0.14155055050955417,0.7289767355261925,0.33689839572192515,0.16107566789282302,-0.12625706000853054,-0.04051339320167335,4.675,12
validation,167,-0.051098542134137157,0.8966750029830769,0.3592814371257485,0.06778985481867916,-0.044195977839758815,-0.015005482897021305,4.638888888888889,7
holdout,144,-0.19344204096985676,0.6554182989605275,0.2916666666666667,0.16202199972458187,-0.13182804937678017,-0.06453379817578964,5.538461538461538,15
