split,trades,expectancy_r,profit_factor,win_rate,max_dd_pct,return_pct,cagr,trades_per_month,longest_loss_streak
development,120,-0.14596169479710996,0.6794186876982965,0.4166666666666667,0.09145584602720847,-0.08487250868597551,-0.026590747039526685,3.0,6
validation,159,-0.08920393726965409,0.8017304498381355,0.389937106918239,0.09051179613529126,-0.06997612787333674,-0.02461858411764195,4.416666666666667,9
holdout,72,-0.06036130111563584,0.8548742542623036,0.4444444444444444,0.03423787772197884,-0.022186732885888127,-0.011996611256862355,3.130434782608696,7
