split,trades,expectancy_r,profit_factor,win_rate,max_dd_pct,return_pct,cagr,trades_per_month,longest_loss_streak
development,687,-0.0861596675595381,0.8344970476504656,0.32751091703056767,0.32030257586798194,-0.2642146822307285,-0.08880640086957847,17.175,14
validation,590,0.006650175332465359,1.013117976972688,0.3711864406779661,0.15515748664657714,0.00940504473372794,0.003144639359886181,16.38888888888889,11
holdout,499,0.002423755960232464,1.0050833354134068,0.3867735470941884,0.1608775584780453,-0.001879429914749542,-0.0008715839906333622,18.48148148148148,13
