split,trades,expectancy_r,profit_factor,win_rate,max_dd_pct,return_pct,cagr,trades_per_month,longest_loss_streak
development,60,0.00210159914865883,1.0043566520533878,0.4166666666666667,0.0448683946370938,-0.0002482979279314623,-7.57716314507828e-05,1.5,6
validation,40,-0.22155342242226098,0.6065550176577262,0.325,0.06550435712768854,-0.043842791474175025,-0.019169937642037782,1.3793103448275863,9
holdout,49,-0.05348724106594766,0.9015496742430499,0.3673469387755102,0.04093707777618705,-0.01380889468609825,-0.006757898692630437,1.96,8
