pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
AUDUSD,0.7882144818082527,0.9255050662705535,1.0941346623615353,0.1365658960412653,0.23861641522587773,0.9948,0.7736
