pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
CADJPY,0.932327191958054,1.1075395314085277,1.324711295709384,0.07862311225850188,0.14676834438777336,0.9054,0.2666
