pair,signal_dt,entry_dt,exit_dt,side,entry,signal_close,stop,target,exit,reason,r,atr,execution_tf
EURUSD,2015-03-04 12:00:00,2015-03-04 12:00:00,2015-03-05 18:30:00,-1,111297.5,111302.0,111796.75060595639,110049.37348510901,110055.87348510901,TP,2.4869804865082843,332.8337373042625,m30
EURUSD,2015-03-06 12:00:00,2015-03-06 12:00:00,2015-03-06 16:00:00,-1,109661.5,109671.0,110193.8947410736,108330.51314731599,108959.5,FRIDAY,1.31857050012248,354.9298273824026,m30
EURUSD,2015-03-10 08:00:00,2015-03-10 08:00:00,2015-03-11 10:00:00,-1,107972.5,107977.0,108544.76652126311,106541.83369684222,106548.33369684222,TP,2.48864165601431,381.5110141754074,m30
EURUSD,2015-03-27 12:00:00,2015-03-27 12:00:00,2015-03-27 16:00:00,-1,108202.5,108207.0,109082.64088436191,106002.14778909522,108755.5,FRIDAY,-0.6283085013155765,586.7605895746091,m30
EURUSD,2015-03-31 08:00:00,2015-03-31 08:00:00,2015-04-02 16:00:00,-1,107962.5,107967.0,108756.86516981076,105976.5870754731,108763.36516981076,SL,-1.0081826346962663,529.5767798738386,m30
EURUSD,2015-04-09 12:00:00,2015-04-09 12:00:00,2015-04-10 16:00:00,-1,107432.5,107439.0,108142.10547841966,105658.48630395086,105899.5,FRIDAY,2.160355361706202,473.0703189464378,m30
EURUSD,2015-04-13 12:00:00,2015-04-13 12:00:00,2015-04-14 15:30:00,-1,105553.5,105561.0,106258.63393541622,103790.66516145943,106265.13393541622,SL,-1.0092181069063948,470.08929027748366,m30
EURUSD,2015-05-26 12:00:00,2015-05-26 12:00:00,2015-05-28 21:30:00,-1,108900.5,108907.0,109576.16885444484,107211.32786388788,109582.66885444484,SL,-1.0096200971189293,450.44590296323037,m30
EURUSD,2015-07-07 12:00:00,2015-07-07 12:00:00,2015-07-07 22:00:00,-1,109653.5,109660.0,110424.48952575463,107726.02618561343,110430.98952575463,SL,-1.008430724131618,513.9930171697508,m30
EURUSD,2015-07-16 12:00:00,2015-07-16 12:00:00,2015-07-17 16:00:00,-1,109025.5,109034.0,109709.03029068773,107316.67427328067,108656.5,FRIDAY,0.5398444005001339,455.6868604584869,m30
EURUSD,2015-08-05 08:00:00,2015-08-05 08:00:00,2015-08-05 15:00:00,-1,108664.5,108671.0,109266.79173618852,107158.77065952872,109273.29173618852,SL,-1.01079211220984,401.52782412567564,m30
EURUSD,2015-11-04 12:00:00,2015-11-04 12:00:00,2015-11-06 15:30:00,-1,109167.5,109173.0,109671.82981789918,107906.67545525204,107913.17545525204,TP,2.4871116087740543,336.2198785994537,m30
EURUSD,2015-11-10 16:00:00,2015-11-10 16:00:00,2015-11-11 04:00:00,-1,106945.5,106953.0,107508.61383617375,105537.71540956562,107515.11383617375,SL,-1.0115429591362306,375.4092241158362,m30
EURUSD,2015-11-25 16:00:00,2015-11-25 16:00:00,2015-11-27 16:00:00,-1,105909.5,105910.0,106482.3747651446,104477.31308713848,105790.5,FRIDAY,0.20772428328198655,381.9165100964051,m30
EURUSD,2016-01-05 12:00:00,2016-01-05 12:00:00,2016-01-07 11:00:00,-1,107727.5,107735.0,108303.11773986761,106288.455650331,108309.61773986761,SL,-1.0112922162570974,383.7451599117344,m30
EURUSD,2016-02-29 16:00:00,2016-02-29 16:00:00,2016-03-03 18:00:00,-1,108838.5,108845.0,109420.1238641994,107384.4403395015,109426.6238641994,SL,-1.011175607467453,387.74924279960203,m30
EURUSD,2016-04-19 12:00:00,2016-04-19 12:00:00,2016-04-20 22:00:00,1,113331.5,113326.0,112909.53062993697,114386.42342515758,112903.03062993697,SL,-1.0154039616643935,281.3129133753542,m30
EURUSD,2016-04-29 08:00:00,2016-04-29 08:00:00,2016-04-29 16:00:00,1,113945.5,113938.0,113451.98498975998,115179.28752560006,114136.5,FRIDAY,0.38701963676263135,329.010006826682,m30
EURUSD,2016-06-23 16:00:00,2016-06-23 16:00:00,2016-06-24 02:00:00,1,113912.5,113906.0,113298.69220635276,115447.01948411811,113292.19220635276,SL,-1.0105896341937486,409.20519576482917,m30
EURUSD,2016-09-08 12:00:00,2016-09-08 12:00:00,2016-09-09 15:30:00,1,112726.5,112722.0,112339.70230781256,113693.4942304686,112333.20230781256,SL,-1.016804650418777,257.8651281249576,m30
EURUSD,2016-10-21 08:00:00,2016-10-21 08:00:00,2016-10-21 16:00:00,-1,109019.5,109026.0,109444.22569177498,107957.68577056254,108730.5,FRIDAY,0.6804391766182829,283.15046118332197,m30
EURUSD,2016-10-25 16:00:00,2016-10-25 16:00:00,2016-10-25 18:00:00,-1,108570.5,108577.0,108933.0172590575,107664.20685235625,108939.5172590575,SL,-1.017930180805441,241.6781727050006,m30
EURUSD,2016-11-10 12:00:00,2016-11-10 12:00:00,2016-11-11 16:00:00,-1,108932.5,108938.0,109819.58999189106,106714.77502027237,109021.5,FRIDAY,-0.10032803978576535,591.3933279273698,m30
EURUSD,2016-11-14 12:00:00,2016-11-14 12:00:00,2016-11-18 16:00:00,-1,107564.5,107571.0,108371.66552006481,105546.58619983798,106109.5,FRIDAY,1.8026042538129914,538.1103467098726,m30
EURUSD,2017-01-03 16:00:00,2017-01-03 16:00:00,2017-01-04 16:00:00,-1,103904.5,103910.0,104504.28418930237,102405.03952674406,104510.78418930237,SL,-1.0108372313174099,399.8561262015849,m30
EURUSD,2017-02-15 12:00:00,2017-02-15 12:00:00,2017-02-15 18:30:00,-1,105542.5,105553.0,105949.86767766664,104524.0808058334,105956.36767766664,SL,-1.0159561014689003,271.5784517777604,m30
EURUSD,2017-02-21 12:00:00,2017-02-21 12:00:00,2017-02-23 15:30:00,-1,105415.5,105422.0,105816.80197948315,104412.24505129212,105823.30197948315,SL,-1.0161972786886468,267.5346529887697,m30
EURUSD,2017-03-01 12:00:00,2017-03-01 12:00:00,2017-03-03 16:00:00,-1,105388.5,105395.0,105827.9066222653,104289.98344433673,105690.5,FRIDAY,-0.6872905065542129,292.9377481768728,m30
EURUSD,2017-03-09 08:00:00,2017-03-09 08:00:00,2017-03-09 11:30:00,-1,105316.5,105323.0,105653.46494212751,104474.08764468123,105659.96494212751,SL,-1.0192898405364101,224.643294751673,m30
EURUSD,2017-06-27 16:00:00,2017-06-27 16:00:00,2017-06-28 09:00:00,1,112771.5,112766.0,112398.03342549245,113705.16643626888,113698.66643626888,TP,2.4825954973117126,248.97771633836732,m30
EURUSD,2017-06-28 12:00:00,2017-06-28 12:00:00,2017-06-28 15:00:00,1,113607.5,113601.0,113185.71095962873,114661.97260092814,113179.21095962873,SL,-1.01541054740134,281.19269358083955,m30
EURUSD,2017-06-29 08:00:00,2017-06-29 08:00:00,2017-06-30 16:00:00,1,114021.5,114015.0,113543.61737173022,115216.20657067445,114118.5,FRIDAY,0.20297871121868954,318.58841884651986,m30
EURUSD,2017-07-12 08:00:00,2017-07-12 08:00:00,2017-07-12 10:30:00,1,114860.5,114854.0,114515.79892806742,115722.25267983144,114509.29892806742,SL,-1.0188569184411334,229.80071462171557,m30
EURUSD,2017-07-18 08:00:00,2017-07-18 08:00:00,2017-07-20 14:30:00,1,115278.5,115273.0,114877.00750478431,116282.23123803922,114870.50750478431,SL,-1.0161895927755908,267.6616634771261,m30
EURUSD,2017-07-25 16:00:00,2017-07-25 16:00:00,2017-07-25 22:30:00,1,116889.5,116882.0,116442.2999617057,118007.50009573573,116435.7999617057,SL,-1.0145348824762903,298.13335886286217,m30
EURUSD,2017-07-27 08:00:00,2017-07-27 08:00:00,2017-07-27 14:30:00,1,117492.5,117487.0,116947.92433541351,118853.93916146623,116941.42433541351,SL,-1.0119358987606109,363.0504430576618,m30
EURUSD,2017-08-02 12:00:00,2017-08-02 12:00:00,2017-08-04 16:00:00,1,118547.5,118542.0,118024.57607927297,119854.80980181757,118288.5,FRIDAY,-0.49529193393928295,348.6159471513493,m30
EURUSD,2017-09-07 12:00:00,2017-09-07 12:00:00,2017-09-08 05:30:00,1,119596.5,119587.0,119123.14882028704,120779.87794928243,120773.37794928243,TP,2.486268123375257,315.56745314197866,m30
EURUSD,2017-09-08 08:00:00,2017-09-08 08:00:00,2017-09-08 16:00:00,1,120704.5,120696.0,120083.84505327177,122256.13736682059,120415.5,FRIDAY,-0.465637149149386,413.76996448549096,m30
EURUSD,2017-09-20 08:00:00,2017-09-20 08:00:00,2017-09-20 21:00:00,1,120074.5,120068.0,119602.81454254159,121253.71364364603,119596.31454254159,SL,-1.0137803697299241,314.4569716389392,m30
EURUSD,2017-10-19 16:00:00,2017-10-19 16:00:00,2017-10-20 16:00:00,1,118307.5,118302.0,117881.63431812722,119372.16420468192,118003.5,FRIDAY,-0.71384009780535,283.9104545818465,m30
EURUSD,2017-10-26 08:00:00,2017-10-26 08:00:00,2017-10-26 14:30:00,1,118265.5,118259.0,117912.21789970041,119148.70525074899,117905.71789970041,SL,-1.0183988942391553,235.52140019972848,m30
EURUSD,2017-11-23 08:00:00,2017-11-23 08:00:00,2017-11-24 16:00:00,1,118299.5,118293.0,117882.79720855736,119341.25697860662,118957.5,FRIDAY,1.5790630960785426,277.8018609617658,m30
EURUSD,2017-11-27 16:00:00,2017-11-27 16:00:00,2017-11-27 17:30:00,1,119594.5,119589.0,119185.22838678963,120617.67903302592,119178.72838678963,SL,-1.0158818735289512,272.8477421402467,m30
EURUSD,2017-12-27 16:00:00,2017-12-27 16:00:00,2017-12-29 11:00:00,1,119019.5,119012.0,118699.84519682593,119818.63700793518,119812.13700793518,TP,2.4796655644293217,213.10320211604727,m30
EURUSD,2017-12-29 12:00:00,2017-12-29 12:00:00,2017-12-29 16:00:00,1,119818.5,119812.0,119490.58116393333,120638.29709016668,119861.5,FRIDAY,0.13113000922965387,218.61255737778106,m30
EURUSD,2018-01-02 12:00:00,2018-01-02 12:00:00,2018-01-02 17:00:00,1,120711.5,120705.0,120327.75487656926,121670.86280857683,120321.25487656926,SL,-1.0169383259958982,255.83008228715426,m30
EURUSD,2018-01-15 08:00:00,2018-01-15 08:00:00,2018-01-19 16:00:00,1,122236.5,122230.0,121637.36596177389,123734.33509556527,122427.5,FRIDAY,0.3187934382187737,399.42269215074043,m30
EURUSD,2018-01-24 08:00:00,2018-01-24 08:00:00,2018-01-25 08:30:00,1,123250.5,123244.0,122713.62510638023,124592.68723404942,124586.18723404942,TP,2.4878928963204623,357.91659574650953,m30
EURUSD,2018-02-13 08:00:00,2018-02-13 08:00:00,2018-02-14 22:30:00,1,123140.5,123135.0,122547.52873130157,124622.92817174605,124616.42817174605,TP,2.489038254729825,395.3141791322824,m30
EURUSD,2018-02-15 12:00:00,2018-02-15 12:00:00,2018-02-16 16:00:00,1,124877.5,124872.0,124244.61585350525,126459.71036623688,124519.5,FRIDAY,-0.5656643510234757,421.9227643298345,m30
EURUSD,2018-03-26 12:00:00,2018-03-26 12:00:00,2018-03-28 16:30:00,1,123927.5,123922.0,123447.05254856433,125128.61862858916,123440.55254856433,SL,-1.013529055010243,320.2983009571104,m30
EURUSD,2018-06-21 12:00:00,2018-06-21 12:00:00,2018-06-21 15:30:00,-1,115184.5,115193.0,115693.96409260265,113910.83976849339,115700.46409260265,SL,-1.012758504660848,339.6427284017615,m30
EURUSD,2018-06-27 16:00:00,2018-06-27 16:00:00,2018-06-29 06:00:00,-1,115961.5,115968.0,116455.2634628891,114727.09134277725,116461.7634628891,SL,-1.0131641980189503,329.1756419260672,m30
EURUSD,2018-07-13 12:00:00,2018-07-13 12:00:00,2018-07-13 16:00:00,-1,116264.5,116271.0,116695.73627813571,115186.40930466074,116454.5,FRIDAY,-0.44059372931562607,287.4908520904687,m30
EURUSD,2018-07-19 16:00:00,2018-07-19 16:00:00,2018-07-19 20:00:00,-1,115854.5,115861.0,116289.03598453473,114768.16003866318,116295.53598453473,SL,-1.0149584849847575,289.6906563564847,m30
EURUSD,2018-07-27 12:00:00,2018-07-27 12:00:00,2018-07-27 16:00:00,-1,116250.5,116257.0,116691.53898200639,115147.90254498404,116390.5,FRIDAY,-0.3174322581716237,294.02598800425477,m30
EURUSD,2018-08-02 08:00:00,2018-08-02 08:00:00,2018-08-03 10:30:00,-1,116461.5,116469.0,116791.14643125849,115637.38392185378,115643.88392185378,TP,2.4802819039320925,219.76428750565913,m30
EURUSD,2018-08-03 12:00:00,2018-08-03 12:00:00,2018-08-03 16:00:00,-1,115781.5,115786.0,116124.62680243807,114923.68299390483,115953.5,FRIDAY,-0.5012724123497879,228.75120162537945,m30
EURUSD,2018-08-06 16:00:00,2018-08-06 16:00:00,2018-08-07 09:30:00,-1,115414.5,115421.0,115782.23051787502,114495.17370531244,115788.73051787502,SL,-1.0176759873984969,245.15367858334884,m30
EURUSD,2018-08-13 08:00:00,2018-08-13 08:00:00,2018-08-13 15:30:00,-1,113655.5,113662.0,114148.40736192251,112423.23159519373,114154.90736192251,SL,-1.0131870621178245,328.604907948336,m30
EURUSD,2018-08-15 08:00:00,2018-08-15 08:00:00,2018-08-16 04:30:00,-1,113246.5,113253.0,113730.97838418242,112035.30403954393,113737.47838418242,SL,-1.0134164912454566,322.9855894549521,m30
EURUSD,2018-10-09 16:00:00,2018-10-09 16:00:00,2018-10-09 20:30:00,-1,114484.5,114491.0,114924.99408755741,113383.26478110647,114931.49408755741,SL,-1.0147561571962105,293.6627250382745,m30
EURUSD,2018-10-19 12:00:00,2018-10-19 12:00:00,2018-10-19 16:00:00,-1,114477.5,114485.0,114867.98562918341,113501.28592704146,114649.5,FRIDAY,-0.44047715753249816,260.3237527889437,m30
EURUSD,2018-10-24 16:00:00,2018-10-24 16:00:00,2018-10-26 16:00:00,-1,114037.5,114044.0,114484.72979963676,112919.42550090811,113447.5,FRIDAY,1.3192323062533025,298.15319975783734,m30
EURUSD,2018-10-31 16:00:00,2018-10-31 16:00:00,2018-11-01 09:00:00,-1,113185.5,113192.0,113589.3567467052,112175.858133237,113595.8567467052,SL,-1.0160948159292404,269.23783113680213,m30
EURUSD,2018-11-09 08:00:00,2018-11-09 08:00:00,2018-11-09 16:00:00,-1,113480.5,113487.0,113970.97583232431,112254.3104191892,113515.5,FRIDAY,-0.07135927540841012,326.9838882162102,m30
EURUSD,2018-11-12 08:00:00,2018-11-12 08:00:00,2018-11-14 01:00:00,-1,113087.5,113094.0,113535.52923782362,111967.42690544095,113081.0,BE,0.014507981737028827,298.6861585490789,m30
EURUSD,2018-11-27 12:00:00,2018-11-27 12:00:00,2018-11-28 19:00:00,-1,113087.5,113094.0,113459.08746213999,112158.53134465005,113465.58746213999,SL,-1.0174925170041247,247.72497475998807,m30
EURUSD,2019-01-22 16:00:00,2019-01-22 16:00:00,2019-01-23 17:30:00,-1,113446.5,113451.0,113747.91713482456,112692.95716293862,113754.41713482456,SL,-1.0215647992400578,200.94475654970213,m30
EURUSD,2019-02-11 12:00:00,2019-02-11 12:00:00,2019-02-12 20:00:00,-1,113016.5,113023.0,113290.13794478231,112332.40513804424,113296.63794478231,SL,-1.023754015566729,182.42529652153746,m30
EURUSD,2019-03-04 12:00:00,2019-03-04 12:00:00,2019-03-07 15:30:00,-1,113417.5,113424.0,113752.52992767672,112579.9251808082,112586.4251808082,TP,2.480598748162372,223.35328511781168,m30
EURUSD,2019-03-28 16:00:00,2019-03-28 16:00:00,2019-03-29 16:00:00,-1,112161.5,112168.0,112532.11586271378,111234.96034321554,112352.5,FRIDAY,-0.5153584053349188,247.0772418091881,m30
EURUSD,2019-04-18 16:00:00,2019-04-18 16:00:00,2019-04-19 16:00:00,-1,112392.5,112401.0,112681.63785075174,111669.65537312067,112443.5,FRIDAY,-0.17638645326927593,192.75856716782414,m30
EURUSD,2019-04-25 16:00:00,2019-04-25 16:00:00,2019-04-26 16:00:00,-1,111296.5,111304.0,111602.21558743289,110532.21103141777,111482.5,FRIDAY,-0.608408624374865,203.81039162192846,m30
EURUSD,2019-05-03 08:00:00,2019-05-03 08:00:00,2019-05-03 16:00:00,-1,111674.5,111681.0,111970.48310264964,110934.5422433759,111602.5,FRIDAY,0.24325712973293273,197.32206843309493,m30
EURUSD,2019-05-15 16:00:00,2019-05-15 16:00:00,2019-05-15 17:00:00,-1,111825.5,111833.0,112118.06390330534,111094.09024173663,112124.56390330534,SL,-1.0222173683306757,195.0426022035665,m30
EURUSD,2019-05-20 08:00:00,2019-05-20 08:00:00,2019-05-21 17:30:00,-1,111528.5,111535.0,111785.41882072046,110886.20294819887,111791.91882072046,SL,-1.025299820315911,171.27921381363583,m30
EURUSD,2019-05-23 12:00:00,2019-05-23 12:00:00,2019-05-23 18:00:00,-1,111386.5,111393.0,111616.43379357735,110811.66551605662,111622.93379357735,SL,-1.0282690069122482,153.2891957182356,m30
EURUSD,2019-05-29 12:00:00,2019-05-29 12:00:00,2019-05-31 16:00:00,-1,111537.5,111542.0,111773.25386426917,110948.1153393271,111563.5,FRIDAY,-0.11028451253853282,157.16924284610823,m30
EURUSD,2019-07-09 12:00:00,2019-07-09 12:00:00,2019-07-10 11:00:00,-1,111979.5,111986.0,112225.01672353165,111365.7081911709,112231.51672353165,SL,-1.0264747749420313,163.6778156877616,m30
EURUSD,2019-07-23 08:00:00,2019-07-23 08:00:00,2019-07-25 10:30:00,-1,111913.5,111920.0,112177.5507801825,111253.37304954375,111259.87304954375,TP,2.475383522837871,176.0338534550017,m30
EURUSD,2019-08-01 16:00:00,2019-08-01 16:00:00,2019-08-01 18:00:00,-1,110289.5,110297.0,110624.47484636944,109452.06288407638,110630.97484636944,SL,-1.0194044420661565,223.3165642462972,m30
EURUSD,2019-08-12 12:00:00,2019-08-12 12:00:00,2019-08-12 15:30:00,-1,111750.5,111757.0,112119.95953073983,110826.85117315043,112126.45953073983,SL,-1.0175932665398606,246.30635382655277,m30
EURUSD,2019-08-16 12:00:00,2019-08-16 12:00:00,2019-08-16 16:00:00,-1,110832.5,110841.0,111168.5750942868,109992.31226428301,110744.5,FRIDAY,0.26184624060509293,224.05006285786484,m30
EURUSD,2019-08-29 16:00:00,2019-08-29 16:00:00,2019-08-29 17:30:00,-1,110698.5,110702.0,110927.97793199938,110124.80517000153,110934.47793199938,SL,-1.0283251637460857,152.98528799959158,m30
EURUSD,2019-08-30 12:00:00,2019-08-30 12:00:00,2019-08-30 16:00:00,-1,110378.5,110380.0,110625.06725677145,109762.08185807137,110386.5,FRIDAY,-0.032445508396986414,164.37817118096694,m30
EURUSD,2019-09-03 08:00:00,2019-09-03 08:00:00,2019-09-03 17:00:00,-1,109397.5,109404.0,109679.8958454786,108691.5103863035,109686.3958454786,SL,-1.0230173357861825,188.26389698573362,m30
EURUSD,2019-09-11 16:00:00,2019-09-11 16:00:00,2019-09-12 11:00:00,-1,110000.5,110005.0,110294.77214596898,109264.81963507754,110301.27214596898,SL,-1.022088397046857,196.1814306459898,m30
EURUSD,2019-11-25 12:00:00,2019-11-25 12:00:00,2019-11-29 16:00:00,-1,110126.5,110133.0,110371.63770323369,109513.65574191576,109931.5,FRIDAY,0.7954712695260268,163.42513548912854,m30
EURUSD,2020-01-24 12:00:00,2020-01-24 12:00:00,2020-01-24 16:00:00,-1,110351.5,110358.0,110616.35144298096,109689.37139254762,110392.5,FRIDAY,-0.15480376296438972,176.56762865396854,m30
EURUSD,2020-01-28 16:00:00,2020-01-28 16:00:00,2020-01-29 02:30:00,-1,110045.5,110052.0,110269.14424659846,109486.38938350385,110275.64424659846,SL,-1.02906401617239,149.09616439897246,m30
EURUSD,2020-01-29 16:00:00,2020-01-29 16:00:00,2020-01-29 21:30:00,-1,109917.5,109924.0,110131.66669344295,109382.08326639263,110138.16669344295,SL,-1.030350190757991,142.77779562863367,m30
EURUSD,2020-02-05 16:00:00,2020-02-05 16:00:00,2020-02-07 12:00:00,-1,110115.5,110122.0,110349.39971998477,109530.75070003809,109537.25070003809,TP,2.4722103130332154,155.93314665650897,m30
EURUSD,2020-02-10 16:00:00,2020-02-10 16:00:00,2020-02-12 21:00:00,-1,109319.5,109326.0,109558.80930376564,108721.22674058593,108727.72674058593,TP,2.4728384985551073,159.5395358437534,m30
EURUSD,2020-04-03 12:00:00,2020-04-03 12:00:00,2020-04-03 16:00:00,-1,107973.5,107980.0,108740.36050453101,106056.34873867247,107768.5,FRIDAY,0.26732371635878166,511.24033635400684,m30
EURUSD,2020-04-23 12:00:00,2020-04-23 12:00:00,2020-04-23 17:00:00,-1,107954.5,107961.0,108431.35365400453,106762.36586498866,108437.85365400453,SL,-1.0136310164458429,317.90243600302364,m30
EURUSD,2020-04-24 12:00:00,2020-04-24 12:00:00,2020-04-24 15:00:00,-1,107550.5,107557.0,108066.76314215537,106259.84214461157,108073.26314215537,SL,-1.0125904785161681,344.17542810358026,m30
EURUSD,2020-05-06 12:00:00,2020-05-06 12:00:00,2020-05-08 03:30:00,-1,108013.5,108017.0,108483.8975950493,106837.50601237675,108490.3975950493,SL,-1.0138180978568196,313.59839669953345,m30
EURUSD,2020-06-23 12:00:00,2020-06-23 12:00:00,2020-06-25 09:00:00,1,112910.5,112904.0,112398.48353652595,114190.54115868511,112391.98353652595,SL,-1.0126949042925335,341.3443089826973,m30
EURUSD,2020-07-02 12:00:00,2020-07-02 12:00:00,2020-07-02 16:00:00,1,112979.5,112973.0,112528.71362560532,114106.4659359867,112522.21362560532,SL,-1.0144192468300142,300.52424959645066,m30
EURUSD,2020-07-06 16:00:00,2020-07-06 16:00:00,2020-07-07 10:00:00,1,113301.5,113294.0,112883.55239201845,114346.36901995387,112877.05239201845,SL,-1.0155521885419938,278.631738654364,m30
EURUSD,2020-07-09 08:00:00,2020-07-09 08:00:00,2020-07-09 12:00:00,1,113656.5,113649.0,113202.98812706683,114790.27968233296,113196.48812706683,SL,-1.0143325905845704,302.3412486221203,m30
EURUSD,2020-07-15 12:00:00,2020-07-15 12:00:00,2020-07-16 11:30:00,1,114373.5,114370.0,113912.77286776401,115525.31783058996,113906.27286776401,SL,-1.0141081337416746,307.15142149065656,m30
EURUSD,2020-07-20 12:00:00,2020-07-20 12:00:00,2020-07-20 16:30:00,1,114578.5,114575.0,114138.69590208324,115678.0102447919,114132.19590208324,SL,-1.0147793074934566,293.2027319445081,m30
EURUSD,2020-07-27 08:00:00,2020-07-27 08:00:00,2020-07-30 22:00:00,1,117057.5,117051.0,116505.84164861885,118436.64587845285,118430.14587845285,TP,2.4882173450583482,367.7722342540949,m30
EURUSD,2020-07-31 08:00:00,2020-07-31 08:00:00,2020-07-31 12:00:00,1,118981.5,118976.0,118413.75004147398,120400.87489631506,118407.25004147398,SL,-1.011448701849093,378.49997235068247,m30
EURUSD,2020-08-13 12:00:00,2020-08-13 12:00:00,2020-08-14 12:00:00,1,118391.5,118381.0,117863.88085579907,119710.54786050231,117857.38085579907,SL,-1.012319492329736,351.74609613394944,m30
EURUSD,2020-08-18 12:00:00,2020-08-18 12:00:00,2020-08-19 19:00:00,1,119108.5,119102.0,118667.41347343817,120211.21631640458,118660.91347343817,SL,-1.0147363376765706,294.0576843745555,m30
EURUSD,2020-08-28 12:00:00,2020-08-28 12:00:00,2020-08-28 16:00:00,1,119097.5,119091.0,118485.42911212782,120627.67721968045,118850.5,FRIDAY,-0.40354802833161724,408.0472585814523,m30
EURUSD,2020-08-31 16:00:00,2020-08-31 16:00:00,2020-09-02 10:00:00,1,119349.5,119338.0,118797.10439661173,120730.48900847069,118790.60439661173,SL,-1.0117669292806197,368.2637355921842,m30
EURUSD,2020-10-20 16:00:00,2020-10-20 16:00:00,2020-10-23 03:00:00,1,118092.5,118087.0,117720.83205000132,119021.66987499669,118099.0,BE,0.017488728850639852,247.7786333324501,m30
EURUSD,2020-11-17 16:00:00,2020-11-17 16:00:00,2020-11-19 01:30:00,1,118866.5,118859.0,118489.0494114757,119810.12647131074,118482.5494114757,SL,-1.0172207970993365,251.63372568286388,m30
EURUSD,2020-11-23 16:00:00,2020-11-23 16:00:00,2020-11-23 16:30:00,1,119001.5,118995.0,118649.61838938402,119881.20402653996,118643.11838938402,SL,-1.0184721218838797,234.5877404106566,m30
EURUSD,2020-11-30 12:00:00,2020-11-30 12:00:00,2020-11-30 18:00:00,1,119848.5,119842.0,119520.23120555378,120669.17198611554,119513.73120555378,SL,-1.0198008464708699,218.8458629641441,m30
EURUSD,2020-12-03 08:00:00,2020-12-03 08:00:00,2020-12-04 16:00:00,1,121202.5,121196.0,120781.66702624576,122254.58243438561,121451.5,FRIDAY,0.5916836738782022,280.5553158361625,m30
EURUSD,2020-12-14 16:00:00,2020-12-14 16:00:00,2020-12-14 17:00:00,1,121718.5,121713.0,121301.07475860025,122762.06310349937,121294.57475860025,SL,-1.0155716505743648,278.2834942664992,m30
EURUSD,2020-12-17 08:00:00,2020-12-17 08:00:00,2020-12-18 16:00:00,1,122266.5,122260.0,121789.85923122126,123458.10192194687,122481.5,FRIDAY,0.4510734584262981,317.7605125191663,m30
EURUSD,2021-01-06 12:00:00,2021-01-06 12:00:00,2021-01-06 17:30:00,1,123389.5,123382.0,122902.6941122694,124606.51471932651,122896.1941122694,SL,-1.013352344669251,324.53725848706887,m30
EURUSD,2021-02-16 12:00:00,2021-02-16 12:00:00,2021-02-16 15:30:00,1,121533.5,121526.0,121232.04052135539,122287.14869661153,121225.54052135539,SL,-1.021561770189549,200.97298576307605,m30
EURUSD,2021-02-22 16:00:00,2021-02-22 16:00:00,2021-02-24 17:00:00,1,121479.5,121474.0,121106.0048894529,122413.23777636774,121099.5048894529,SL,-1.0174031729370785,248.99674036472865,m30
EURUSD,2021-02-25 12:00:00,2021-02-25 12:00:00,2021-02-25 20:30:00,1,122205.5,122198.0,121773.64292895974,123285.14267760063,121767.14292895974,SL,-1.0150512760723118,287.90471402683306,m30
EURUSD,2021-04-19 16:00:00,2021-04-19 16:00:00,2021-04-21 12:30:00,1,120407.5,120402.0,120030.65920642417,121349.60198393957,120024.15920642417,SL,-1.0172486633899704,251.22719571722047,m30
EURUSD,2021-04-26 08:00:00,2021-04-26 08:00:00,2021-04-26 16:30:00,1,121088.5,121082.0,120722.35004156709,122003.8748960823,120715.85004156709,SL,-1.0177522893292463,244.0999722886142,m30
EURUSD,2021-05-07 12:00:00,2021-05-07 12:00:00,2021-05-07 16:00:00,1,120881.5,120875.0,120539.32738172871,121736.9315456782,121283.5,FRIDAY,1.174845614564294,228.11507884752254,m30
EURUSD,2021-05-18 16:00:00,2021-05-18 16:00:00,2021-05-19 21:00:00,1,122219.5,122212.0,121829.16203177132,123195.3449205717,121822.66203177132,SL,-1.0166522360852843,260.2253121524544,m30
EURUSD,2021-05-25 12:00:00,2021-05-25 12:00:00,2021-05-26 15:00:00,1,122596.5,122590.0,122224.75803753146,123525.85490617137,122218.25803753146,SL,-1.017485246908454,247.8279749790312,m30
EURUSD,2021-08-04 12:00:00,2021-08-04 12:00:00,2021-08-04 15:30:00,-1,118504.5,118511.0,118809.73269554504,117741.41826113741,118816.23269554504,SL,-1.021295228508848,203.48846369669172,m30
EURUSD,2021-08-06 12:00:00,2021-08-06 12:00:00,2021-08-06 16:00:00,-1,118102.5,118109.0,118396.50110215528,117367.49724461179,117849.5,FRIDAY,0.860540991667346,196.00073477018873,m30
EURUSD,2021-08-10 16:00:00,2021-08-10 16:00:00,2021-08-11 15:30:00,-1,117154.5,117161.0,117422.28300731251,116485.04248171873,117428.78300731251,SL,-1.0242733848769394,178.5220048750047,m30
EURUSD,2021-08-19 08:00:00,2021-08-19 08:00:00,2021-08-20 16:00:00,-1,116761.5,116768.0,117083.90641135494,115955.48397161267,116684.5,FRIDAY,0.23882899746441988,214.93760756995533,m30
EURUSD,2021-09-16 16:00:00,2021-09-16 16:00:00,2021-09-17 10:00:00,-1,117544.5,117552.0,117848.04885102807,116785.62787242982,117854.54885102807,SL,-1.0214133572832989,202.3659006853808,m30
