month,trades,return_pct,sum_r,win_rate,avg_r
2020-05,4,-0.007951821839460416,-1.5912171868570564,0.5,-0.3978042967142641
2020-06,1,-0.005063474521462719,-1.0126949042925335,0.0,-1.0126949042925335
2020-07,11,-0.00374345609689275,-0.6986499624111295,0.36363636363636365,-0.06351363294646632
2020-08,6,-0.0048858715609837455,-0.9561580360376829,0.3333333333333333,-0.15935967267294715
2020-09,5,-0.0018864938891458571,-0.35461511723167927,0.4,-0.07092302344633586
2020-10,6,-0.016890151399666875,-3.395092237573507,0.3333333333333333,-0.5658487062622511
2020-11,8,-0.027899442066372737,-5.63798989407391,0.125,-0.7047487367592388
2020-12,9,-0.017667068578558376,-3.5498742417009197,0.3333333333333333,-0.39443047130010217
2021-01,5,-0.008067058089536339,-1.594430373046075,0.2,-0.318886074609215
2021-02,7,-0.002113801920496705,-0.395266520526369,0.42857142857142855,-0.05646664578948129
2021-03,5,0.010087506310504368,2.0449285328101197,0.4,0.40898570656202393
2021-04,3,-0.015170146267676765,-3.0495020851634935,0.0,-1.016500695054498
2021-05,7,-0.007296151055768418,-1.4329962934527676,0.2857142857142857,-0.20471375620753823
2021-06,3,-0.012956187512424777,-2.602409187007561,0.0,-0.8674697290025204
2021-07,2,-0.002817095679967574,-0.563545771286497,0.0,-0.2817728856432485
2021-08,5,-0.009878465576731887,-1.97562099784033,0.4,-0.395124199568066
2021-09,5,0.009280948963202862,1.885947006028833,0.4,0.3771894012057666
2021-10,7,-0.007089861300780931,-1.3909429153794373,0.2857142857142857,-0.19870613076849103
2021-11,5,-0.008977660296814238,-1.7935784805480637,0.4,-0.35871569610961274
2021-12,5,-0.005445530240877572,-1.0761673705468955,0.4,-0.2152334741093791
2022-01,6,0.0023186709022831042,0.4865268201647859,0.5,0.08108780336079764
2022-02,2,0.007277203830797552,1.4679890736518588,0.5,0.7339945368259294
2022-03,2,0.007294265722941562,1.4715313153899574,0.5,0.7357656576949787
