pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
EURAUD,0.9237799943955933,1.0886300867687004,1.2945910253994921,0.0750897389039008,0.1457536917746406,0.8768,0.2518
