pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
EURGBP,0.7099053371188505,0.8183961258567494,0.9493198664209992,0.20565099422433547,0.302680094103355,0.9996,0.9658
