no_chase_displacement_atr_quartile,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
"(0.0301, 0.178]",116,0.3793103448275862,0.052976261183375506,1.091920289700377,0.06018291586958924,0.028257316088488915,0.0033635633363724438,1.1485148514851484,12
"(0.00030999999999999995, 0.0181]",116,0.43103448275862066,0.019281508689441028,1.0392840845659004,0.05064107044398525,0.009070605396384268,0.0010727802305783296,1.1372549019607843,10
"(0.0181, 0.0229]",116,0.35344827586206895,-0.0675724421911451,0.8775283156715843,0.12422885343304779,-0.04058539751114121,-0.005048426649804649,1.1717171717171717,13
"(0.0229, 0.0301]",116,0.3706896551724138,-0.18836768359066802,0.6884486191753374,0.12388292311097682,-0.10524541347527683,-0.0132766319314781,1.1485148514851484,6
