paths,risk_pct,final_p05,final_median,final_p95,dd_p50,dd_p95,prob_internal_5pct_halt,prob_generic_10pct_total_breach,prob_generic_5pct_daily_breach
5000,0.0025,84395.36421902066,94587.12857021001,106452.3080282167,0.10178127125156439,0.17972709120717958,0.9616,0.3518,0.0
5000,0.005,70923.49193352938,89051.28773526175,112756.99890965778,0.19546998981634262,0.3290471218829346,0.9998,0.7258,0.0
5000,0.01,49456.93833885769,77863.90265821137,124575.52090036102,0.36019227625878364,0.5558940727083366,1.0,0.893,0.0
