friday_outcome,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
FRIDAY_WIN,100,1.0,0.7260612866257752,,0.0,0.43624698006388285,0.04468279593676816,1.0,0
NOT_FRIDAY,311,0.2508038585209003,-0.23420949809948344,0.6924698749968511,0.3568768885674918,-0.3108224482389892,-0.043239725365092574,3.049019607843137,13
FRIDAY_LOSS,53,0.0,-0.39762505734116543,0.0,0.09805261080382321,-0.10014326925714667,-0.012544652988388694,0.5247524752475248,53
