split,start_year,end_year,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
development,2013,2016,60,0.6,0.4165796067717522,2.099684655999276,0.02500979480258092,0.13142927122359094,0.04028383257062629,1.5789473684210527,3
validation,2017,2019,38,0.39473684210526316,-0.09769659484459389,0.7913327351007027,0.05258068601395405,-0.01885989039576219,-0.007465915475815876,1.1875,6
holdout,2020,2022,53,0.39622641509433965,0.07957077251871401,1.1393133943164904,0.03810352065227807,0.019963618157878837,0.00929922994716148,1.962962962962963,6
