candle_atr_quartile,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
"(1.58, 1.999]",116,0.41379310344827586,0.010682838278127924,1.019555065062025,0.0554025455058762,0.003786740126358712,0.0004500669245572908,1.1485148514851484,5
"(1.026, 1.287]",116,0.3706896551724138,-0.012593581942845624,0.9762847198786889,0.08854908398092298,-0.009577415414131707,-0.001150667423176488,1.1485148514851484,10
"(0.363, 1.026]",116,0.3879310344827586,-0.04515313743680194,0.9207797481044493,0.07940749125645341,-0.02818443744058574,-0.0034155890110030285,1.1372549019607843,10
"(1.287, 1.58]",116,0.3620689655172414,-0.1366184748074769,0.7628994028733381,0.12152065503819942,-0.07809157902757824,-0.009652089082168858,1.1372549019607843,11
