side,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
-1,226,0.3938053097345133,-0.031740528172950935,0.9418695729528493,0.141525867045168,-0.03952150409330457,-0.005295312303264521,2.4301075268817205,7
1,238,0.3739495798319328,-0.05938568873259111,0.8949356441901394,0.13028025526666365,-0.07264509158184362,-0.008883777917286673,2.3106796116504853,7
