atr_pct_252_quartile,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
"(0.333, 0.676]",115,0.3826086956521739,0.022777029742058957,1.0406189341049963,0.08887339739098454,0.010577051053211495,0.0012505308036709906,1.1274509803921569,9
"(0.0029699999999999996, 0.115]",118,0.4067796610169492,-0.03936646530976236,0.9302552298187039,0.12267319454284864,-0.025382236826595794,-0.003174952273626186,1.2040816326530612,15
"(0.676, 1.0]",116,0.3793103448275862,-0.082368547540739,0.8440150263130436,0.08450575052992981,-0.04853572483717461,-0.0058675415091095084,1.1262135922330097,8
"(0.115, 0.333]",115,0.3652173913043478,-0.08457841116958865,0.8516899300143095,0.07762679249573734,-0.04953226143134315,-0.006109098925109913,1.15,12
