trend_sep_atr_quartile,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
"(3.929, 6.715]",116,0.4224137931034483,0.13602265417317747,1.260195980477169,0.05594306127900661,0.07901582957058562,0.009112801919941127,1.1372549019607843,7
"(10.184, 25.707]",116,0.43103448275862066,0.01434117455277341,1.027102366058487,0.07415484641083347,0.0059489353854706994,0.0007279810404179354,1.183673469387755,7
"(0.116, 3.929]",116,0.3879310344827586,-0.07008817677371557,0.8703974597298366,0.07883688226219998,-0.04179932135829478,-0.005202294331603241,1.1717171717171717,6
"(6.715, 10.184]",116,0.29310344827586204,-0.2639580078612319,0.5815439231413863,0.1455445914739516,-0.14360643472050094,-0.018381698918613187,1.1372549019607843,10
