split,start_year,end_year,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
development,2013,2016,52,0.6153846153846154,0.4046809627423522,2.1331231242637574,0.025018877115520533,0.10962018159564946,0.03419327215393264,1.368421052631579,5
validation,2017,2019,37,0.40540540540540543,-0.07140882901240024,0.8277308439331256,0.044653157509263686,-0.013529654212060982,-0.005347119167844916,1.15625,5
holdout,2020,2022,46,0.41304347826086957,0.07374834521446569,1.1381908022346572,0.02495908334971597,0.016067382624534332,0.007491981782161261,1.7037037037037037,5
