breakout_atr_quartile,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
"(0.575, 1.759]",116,0.4482758620689655,0.12687419984313725,1.2590614144846135,0.0697183273218781,0.0736057039436453,0.00849121845567491,1.1485148514851484,9
"(0.136, 0.3]",116,0.35344827586206895,-0.0685899207114646,0.8809028711201876,0.08980133816615687,-0.04124669000889225,-0.004969756177781615,1.1262135922330097,7
"(0.0017100000000000001, 0.136]",116,0.3620689655172414,-0.0991771246805438,0.8308136946863854,0.08359949334449357,-0.058040793185145545,-0.007107056497821507,1.1372549019607843,8
"(0.3, 0.575]",116,0.3706896551724138,-0.14278951036012544,0.7502106817324559,0.1472315235889774,-0.08135050826472401,-0.010216404986601035,1.16,10
