pair,signal_dt,entry_dt,exit_dt,side,entry,signal_close,stop,target,exit,reason,r,atr,execution_tf,year
USDJPY,2019-08-12 16:00:00,2019-08-12 16:00:00,2019-08-13 16:00:00,-1,105199.0,105208.0,105764.02097668072,103786.44755829818,105771.02097668072,SL,-1.0123889205691416,322.86912953184424,h4,2019
USDJPY,2020-01-13 12:00:00,2020-01-13 12:00:00,2020-01-17 16:00:00,1,109855.0,109847.0,109505.12451496016,110729.6887125996,110178.0,FRIDAY,0.9231855726136945,199.92884859419502,h4,2020
USDJPY,2020-02-19 12:00:00,2020-02-19 12:00:00,2020-02-19 16:00:00,1,110242.0,110235.0,110005.27409913787,110833.81475215532,110826.81475215532,TP,2.4704299361645417,135.2719433497869,h4,2020
USDJPY,2020-04-14 16:00:00,2020-04-14 16:00:00,2020-04-15 16:00:00,-1,107360.0,107366.0,107835.73858513556,106170.65353716108,107842.73858513556,SL,-1.014713963127471,271.85062007746563,h4,2020
USDJPY,2020-04-27 08:00:00,2020-04-27 08:00:00,2020-04-30 20:00:00,-1,107262.0,107269.0,107703.98650080172,106157.03374799571,107255.0,BE,0.015837587770899702,252.56371474383738,h4,2020
USDJPY,2020-05-06 16:00:00,2020-05-06 16:00:00,2020-05-07 16:00:00,-1,106172.0,106180.0,106626.74115951045,105035.14710122388,106633.74115951045,SL,-1.015393372369318,259.85209114882844,h4,2020
USDJPY,2020-07-10 08:00:00,2020-07-10 08:00:00,2020-07-10 16:00:00,-1,106936.0,106940.0,107245.13046999408,106163.17382501479,106798.0,FRIDAY,0.44641345126101845,176.64598285376263,h4,2020
USDJPY,2020-07-24 08:00:00,2020-07-24 08:00:00,2020-07-24 16:00:00,-1,106407.0,106413.0,106759.23781001553,105526.40547496118,106132.0,FRIDAY,0.7807225464747144,201.27874858030194,h4,2020
USDJPY,2020-07-27 08:00:00,2020-07-27 08:00:00,2020-07-31 04:00:00,-1,105588.0,105594.0,106054.4220749158,104421.94481271048,104428.94481271048,TP,2.484992133999537,266.526899951888,h4,2020
USDJPY,2020-07-31 08:00:00,2020-07-31 08:00:00,2020-07-31 12:00:00,-1,104302.0,104309.0,104800.67823441661,103055.30441395845,104807.67823441661,SL,-1.0140371075312433,284.95899109520946,h4,2020
