split,start_year,end_year,trades,win_rate,expectancy_r,profit_factor,max_dd_pct,total_return_pct,cagr,trades_per_month,longest_loss_streak
development,2013,2016,173,0.4624277456647399,0.09585940267436292,1.1927319918943524,0.06525057762789299,0.08247357733175753,0.024497264151203346,4.325,7
validation,2017,2019,158,0.3227848101265823,-0.10293919105220188,0.8179000896432537,0.13723573520946664,-0.08081329413299032,-0.02779163490020864,4.388888888888889,10
holdout,2020,2022,133,0.3533834586466165,-0.16260479520195853,0.738068327390881,0.1588196008096222,-0.10481544168928314,-0.05046500791596531,4.925925925925926,6
