pair,period,ambiguous_h1_stop_first_events,unclosed_at_data_end,trades,trades_per_month,wins,losses,win_rate,expectancy_r,profit_factor,avg_win_r,avg_loss_r,max_dd_pct,total_return_pct,cagr,longest_loss_streak
EURUSD,overlap_2013_to_2022_03_03,1,0,175,1.7326732673267327,52,123,0.29714285714285715,-0.22117058121744046,0.6463754272091771,1.3605185460937177,-0.8898521634953285,0.18250585256733542,-0.17846517897002467,-0.023251370530666615,11
EURUSD,unseen_2022_03_04_to_2026_09_01,1,0,66,1.2452830188679245,31,35,0.4696969696969697,0.2987584519708855,1.7377494996747347,1.4982375954161447,-0.7636373607949157,0.019580907046023666,0.10189577379801373,0.022369488898110523,4
EURUSD,full_independent,1,0,241,1.5649350649350648,83,158,0.34439834024896265,-0.0787833771077744,0.8605748563962109,1.4119557813828172,-0.8618931882135913,0.18250585256733542,-0.09475425267916326,-0.007768937320911662,11
