pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
EURUSD,0.7760063607150772,0.9030034957465738,1.057510619188848,0.14767915127367287,0.24732336088716014,0.997,0.8144
