pair,period,ambiguous_h1_stop_first_events,unclosed_at_data_end,trades,trades_per_month,wins,losses,win_rate,expectancy_r,profit_factor,avg_win_r,avg_loss_r,max_dd_pct,total_return_pct,cagr,longest_loss_streak
GBPJPY,overlap_2013_to_2022_03_03,0,0,166,1.6435643564356435,72,94,0.43373493975903615,0.20327710850931974,1.4516842861459072,1.5062645670024137,-0.7947558384215608,0.05547095513569167,0.17934607354775678,0.01997752321124935,6
GBPJPY,unseen_2022_03_04_to_2026_09_01,0,0,103,1.9074074074074074,37,66,0.3592233009708738,-0.024784615281027,0.9518384972197247,1.3635809296727899,-0.8031107541187728,0.08323703534122151,-0.014515560290161544,-0.0032953397595486544,7
GBPJPY,full_independent,0,0,269,1.735483870967742,109,160,0.4052044609665427,0.11595235925130591,1.2442299632123424,1.4578306717620828,-0.7982022411466607,0.08323703534122184,0.1622272045142079,0.011746682118112695,7
