pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
GBPJPY,0.9783888210108778,1.1590032657583558,1.3841644837324352,0.06902613338554309,0.12462092294013567,0.8368,0.1434
