event,horizon,dispersion_regime,pair,event_count,mean_forward_return,median_forward_return,standard_error,t_statistic,directional_probability,p25,p50,p75
usd_strongest,8,low,USDJPY,830,-0.0039001193738621314,-0.01777574872736025,0.02354039405914622,-0.1656777437141842,0.4746987951807229,-0.32817131611777095,-0.01777574872736025,0.3174104981822536
usd_weakest,8,low,AUDUSD,1010,0.002852056120558941,0.0,0.016540750314380712,0.17242604273394607,0.3326732673267327,-0.1567071134303148,-0.0,0.16442874572763805
usd_weakest,8,low,EURUSD,483,0.017928390476646468,0.0320951627317748,0.025298065070098245,0.7086862345783682,0.4865424430641822,-0.2683438088953261,0.0320951627317748,0.30813576170748624
usd_weakest,8,low,GBPUSD,652,0.007286063594690144,0.0044289188959022,0.023685569073354965,0.3076161510886638,0.4662576687116564,-0.268397986014927,0.0044289188959022,0.29701178705568154
usd_weakest,8,low,NZDUSD,772,0.005338567127858295,0.01084677660112695,0.020254835174930246,0.2635700109011961,0.5090673575129534,-0.33735296096099954,0.01084677660112695,0.3303048631919538
usd_weakest,8,low,USDCAD,646,-0.0036073814757272603,-0.01452701183756905,0.02185867003277894,-0.16503206600939968,0.4938080495356037,-0.2967832437365703,-0.01452701183756905,0.2623340674143936
usd_weakest,8,low,USDCHF,509,0.0011580902857613311,0.0,0.024731718930855004,0.046826113825695764,0.48722986247544203,-0.279252716869758,0.0,0.253120334720168
usd_weakest,8,low,USDJPY,762,0.03859240028296836,0.04458993206728995,0.02046100743120326,1.886143701023955,0.442257217847769,-0.2843068735574127,0.04458993206728995,0.3536060410824722
usd_strong_minus_weak_change,8,low,usd,4834,-0.49140035360295214,-0.4840709046468765,0.009634351460905199,-51.0050267106181,,-0.8556509132800726,-0.4840709046468765,-0.06601699988301266
usd_basket_persistence,8,low,usd,4834,0.00980154286110769,0.0,0.0057425823214862495,1.706817997964883,0.44642118328506414,-0.1902753930453463,0.0,0.2075410289966322
usd_strongest,16,normal,AUDUSD,5242,-0.007019565544994743,0.0,0.011775174380878144,-0.5961326191817511,0.2260587561999237,-0.006656595011187125,-0.0,-0.0
usd_strongest,16,normal,EURUSD,1954,-0.02012861931649164,0.0,0.015988986115514955,-1.258905297125737,0.48157625383828045,-0.38162443014834274,-0.0,0.34335800109682596
usd_strongest,16,normal,GBPUSD,2712,0.006376566922223503,0.005889288103129,0.013577839944612275,0.4696304381429789,0.49852507374631266,-0.33619504251343446,0.005889288103129,0.341257374941364
usd_strongest,16,normal,NZDUSD,2636,0.00852074886393312,0.0,0.012310321431223775,0.6921629879071377,0.48444613050075874,-0.37050058869087393,-0.0,0.34206059369042774
usd_strongest,16,normal,USDCAD,3044,-0.014582389641101309,0.0,0.0124998868750408,-1.1666017290299446,0.4773324572930355,-0.358464351759955,0.0,0.33616124223836275
usd_strongest,16,normal,USDCHF,2313,-0.0062401917483524225,0.0,0.013857552033805962,-0.4503098190163216,0.4950281020319931,-0.3236064500523963,0.0,0.3205342155696963
usd_strongest,16,normal,USDJPY,3903,0.007379023627327973,0.0052055813159031,0.010226976487072851,0.7215254319451344,0.4965411222136818,-0.3296530072458732,0.0052055813159031,0.3353659204585189
