event,pair,event_count
ote_up,CADJPY,30
ote_up,CHFJPY,40
ote_up,EURAUD,100
ote_up,EURGBP,30
ote_up,EURJPY,20
ote_up,EURUSD,20
ote_up,GBPAUD,30
ote_up,GBPJPY,17
ote_up,GBPUSD,33
ote_up,NZDUSD,35
ote_up,USDCAD,9
ote_up,USDCHF,29
ote_up,USDJPY,20
prior_sweep_high,AUDJPY,18206
prior_sweep_high,AUDUSD,16512
prior_sweep_high,CADJPY,18533
prior_sweep_high,CHFJPY,19319
prior_sweep_high,EURAUD,33238
prior_sweep_high,EURGBP,16895
prior_sweep_high,EURJPY,18024
prior_sweep_high,EURUSD,16409
prior_sweep_high,GBPAUD,18862
prior_sweep_high,GBPJPY,18124
prior_sweep_high,GBPUSD,16313
prior_sweep_high,NZDUSD,17047
prior_sweep_high,USDCAD,17313
prior_sweep_high,USDCHF,17969
prior_sweep_high,USDJPY,15562
prior_sweep_low,AUDJPY,15732
prior_sweep_low,AUDUSD,16218
prior_sweep_low,CADJPY,16743
prior_sweep_low,CHFJPY,17312
prior_sweep_low,EURAUD,36014
prior_sweep_low,EURGBP,17480
prior_sweep_low,EURJPY,14609
prior_sweep_low,EURUSD,15299
prior_sweep_low,GBPAUD,17855
prior_sweep_low,GBPJPY,15715
prior_sweep_low,GBPUSD,15593
prior_sweep_low,NZDUSD,16689
prior_sweep_low,USDCAD,16243
prior_sweep_low,USDCHF,15206
prior_sweep_low,USDJPY,14289
sweep_then_mss_down,AUDJPY,12278
sweep_then_mss_down,AUDUSD,13063
sweep_then_mss_down,CADJPY,14777
sweep_then_mss_down,CHFJPY,14062
sweep_then_mss_down,EURAUD,12703
sweep_then_mss_down,EURGBP,14125
sweep_then_mss_down,EURJPY,12520
sweep_then_mss_down,EURUSD,13319
sweep_then_mss_down,GBPAUD,12421
sweep_then_mss_down,GBPJPY,12537
sweep_then_mss_down,GBPUSD,13591
sweep_then_mss_down,NZDUSD,14242
sweep_then_mss_down,USDCAD,16689
sweep_then_mss_down,USDCHF,14892
sweep_then_mss_down,USDJPY,11005
sweep_then_mss_up,AUDJPY,11793
sweep_then_mss_up,AUDUSD,11573
sweep_then_mss_up,CADJPY,14142
sweep_then_mss_up,CHFJPY,13650
sweep_then_mss_up,EURAUD,12837
sweep_then_mss_up,EURGBP,12984
sweep_then_mss_up,EURJPY,12390
sweep_then_mss_up,EURUSD,12757
sweep_then_mss_up,GBPAUD,13343
sweep_then_mss_up,GBPJPY,13070
sweep_then_mss_up,GBPUSD,13940
sweep_then_mss_up,NZDUSD,13641
sweep_then_mss_up,USDCAD,16411
sweep_then_mss_up,USDCHF,14706
sweep_then_mss_up,USDJPY,11402
usd_basket_persistence,usd,100989
usd_breadth_pos_minus_neg,usd,34418
usd_residual_negative,AUDUSD,2205
usd_residual_negative,EURUSD,2418
usd_residual_negative,GBPUSD,3456
usd_residual_negative,NZDUSD,2210
usd_residual_negative,USDCAD,3456
usd_residual_negative,USDCHF,2686
usd_residual_negative,USDJPY,4179
usd_residual_positive,AUDUSD,2385
usd_residual_positive,EURUSD,2299
usd_residual_positive,GBPUSD,3412
usd_residual_positive,NZDUSD,2186
usd_residual_positive,USDCAD,3639
usd_residual_positive,USDCHF,2764
usd_residual_positive,USDJPY,4235
usd_strong_minus_weak_change,usd,100989
usd_strongest,AUDUSD,21125
usd_strongest,EURUSD,9567
usd_strongest,GBPUSD,13548
usd_strongest,NZDUSD,12168
usd_strongest,USDCAD,15019
usd_strongest,USDCHF,11199
usd_strongest,USDJPY,18363
usd_weakest,AUDUSD,21562
usd_weakest,EURUSD,10016
usd_weakest,GBPUSD,14053
usd_weakest,NZDUSD,12962
usd_weakest,USDCAD,14748
usd_weakest,USDCHF,10375
usd_weakest,USDJPY,17273
