event,horizon,dispersion_regime,event_count,mean_forward_return,median_forward_return,standard_error,t_statistic,directional_probability,p25,p50,p75,pair_breadth_same_sign,year_breadth_same_sign
ny_open_range_break_up,1,not_applicable,621567,-0.00419165086249591,0.0,0.0014041590356708698,-2.985168172559065,0.4685190816114755,-0.3890918317089894,0.0,0.35673709707254186,13,4
london_open_range_break_down,2,not_applicable,678949,0.0076954387974068235,0.0,0.001479628197589107,5.2009273748268,0.4644266358739758,-0.4714619434539338,0.0,0.5164147533867833,11,4
london_body_range_break_down,4,not_applicable,587381,0.015848457008833642,0.0,0.002029492157797518,7.809075264441026,0.46104487547264894,-0.6581922877817971,0.0,0.7326116839795632,12,4
asia_extreme_up,2,not_applicable,588040,0.0018367895451671566,0.0,0.0015179062502313097,1.2100810210691557,0.4805999591864499,-0.4937126947748779,0.0,0.49451272167040017,9,3
ny_open_extreme_up,2,not_applicable,556748,0.002766219460725211,0.0,0.0013394148619151728,2.0652447119855832,0.46208518036885626,-0.4677830725263903,0.0,0.46540704128978055,9,3
fvg_down_h1_down,1,not_applicable,88317,0.024656691026550492,0.0482521572769514,0.0036059601441156258,6.837760274967662,0.45631078954221727,-0.3576631939113098,0.0482521572769514,0.4359194144027516,15,5
london_body_sweep_high,4,not_applicable,76979,0.0322065355485287,0.0206785523077345,0.00628763622340358,5.122200840540181,0.48978292781148103,-0.7522047147749871,0.0206785523077345,0.7931209579756192,12,5
london_body_range_break_up,2,not_applicable,621549,-0.0007946703911165217,0.0,0.0014989451596784387,-0.5301530786403142,0.4679647139646271,-0.5170552860921772,0.0,0.4812600200966258,10,3
m15_shock_up_gt_2_0,8,not_applicable,11541,0.0039037532061070536,-0.0674050834847335,0.04832288258715338,0.08078477518526316,0.4868728879646478,-1.7036124263003616,-0.0674050834847335,1.6923023955117689,7,3
m15_shock_down_gt_2_0,1,not_applicable,11574,0.14282542004436014,0.1057016232987173,0.03262217382059932,4.378169916873314,0.539917055469155,-0.600133445687177,0.1057016232987173,0.7445455114628714,14,4
mss_up,1,not_applicable,244119,-0.03548537888384381,-0.0724905646363164,0.002683843425558742,-13.221851374007112,0.4436524809621537,-0.4590095085661174,-0.0724905646363164,0.33784630444897445,14,5
m15_shock_up_1_5_2_0,1,not_applicable,19796,-0.03850020167031762,-0.0955359306347427,0.007602619969871603,-5.064070257738772,0.4419074560517276,-0.5794695057057372,-0.0955359306347427,0.44446841004971743,13,5
ob_candidate_up,8,not_applicable,210508,-0.0596376841311776,-0.1080022668594135,0.005123858785413953,-11.639213067492747,0.47038592357535103,-1.158320793656406,-0.1080022668594135,1.0118853218137465,14,5
m15_shock_up_gt_2_0,2,not_applicable,11668,0.0598873199623717,-0.06657934857310946,0.0317912846887446,1.883765332187857,0.4771169009256085,-0.9040462763869124,-0.06657934857310946,0.883305782655311,9,1
m15_shock_up_1_0_1_5,8,not_applicable,70595,-0.05161886938261289,-0.0877519033683383,0.00987839615767504,-5.22543017699361,0.478022522841561,-1.2647342905519077,-0.0877519033683383,1.1466725590786977,14,5
london_body_extreme_down,1,not_applicable,610503,-0.0013035633637591055,0.0,0.0009123198537871916,-1.4288446736611036,0.4656799393287175,-0.340193415586937,0.0,0.3437127111387851,11,4
m15_shock_up_1_0_1_5,2,not_applicable,71506,-0.043310539846714805,-0.09187303472459366,0.00468513703665151,-9.244241845627862,0.45478701088020584,-0.6849113287210792,-0.09187303472459366,0.5448325693217704,15,5
prior_sweep_low,8,not_applicable,52144,-0.022555334054900723,-0.014126542682311151,0.011540665468892253,-1.954422309155256,0.49426587910401965,-1.1157131949337782,-0.014126542682311151,1.097885524614842,10,4
london_body_extreme_down,2,not_applicable,608500,-0.0014673349481363648,0.0,0.001285953689905935,-1.1410480483505574,0.4662432210353328,-0.4712046534862784,0.0,0.4784412590173356,8,3
fvg_down,4,not_applicable,185687,0.03939464313660208,0.0715834708985656,0.004099598024610868,9.609391676966036,0.46767948213929894,-0.6931446592993636,0.0715834708985656,0.7983592681272289,14,5
ob_candidate_down,16,not_applicable,204069,0.08906648615180937,0.1464633247502604,0.007765121280646637,11.470070193725602,0.47136017719496837,-1.4763206937433897,0.1464633247502604,1.6811389746999263,15,5
ob_candidate_down,1,not_applicable,213634,0.042923011137711554,0.07284154545609735,0.001799976430418882,23.846429548926213,0.44203637997697,-0.3388762289369131,0.07284154545609735,0.4674200897110525,15,5
atr_expansion,8,not_applicable,490445,0.016508081064360535,0.0239955129214369,0.002629058691009536,6.279084267236945,0.5057916789854112,-0.91739214378664,0.0239955129214369,0.9731445811287104,11,5
mss_down,4,not_applicable,240040,0.07563771197225351,0.1173627804543598,0.0038484932174151962,19.6538509227398,0.45406598900183304,-0.682929415806421,0.1173627804543598,0.8671839082515823,15,5
