pair,final_p05,final_p50,final_p95,dd_p50,dd_p95,prob_dd_gt_5pct,prob_dd_gt_10pct
USDJPY,1.0401737689329091,1.244846870501102,1.4837612071318713,0.05933238766792803,0.10759437217149692,0.698,0.0754
